id,respond,gender,age,numpurchase,totdol,region,addresstype
814,0,0,42,1,84,1,urban
815,0,1,40,1,61,4,rural
816,1,1,36,1,56,5,urban
817,0,1,36,1,53,4,urban
818,0,1,34,1,73,1,rural
819,0,1,44,1,210,1,urban
820,0,0,34,3,292,4,rural
821,0,1,37,1,54,4,urban
822,0,0,37,1,62,1,rural
823,0,1,41,1,53,6,urban
824,0,1,41,2,54,6,rural
825,0,1,32,2,54,6,urban
826,0,1,43,1,53,6,urban
827,0,0,29,2,73,4,urban
828,0,1,46,2,55,2,urban
829,0,0,29,1,56,1,urban
830,0,0,42,2,499,3,urban
831,0,1,42,2,229,1,rural
832,0,1,33,1,147,4,urban
833,0,1,34,2,105,4,rural
834,0,0,37,1,89,6,urban
835,0,1,39,1,53,4,rural
836,0,0,39,1,83,3,rural
837,1,0,41,1,125,4,urban
838,0,1,36,2,51,1,urban
839,0,1,36,2,485,6,rural
840,0,0,29,2,124,6,urban
841,0,1,29,2,100,4,rural
842,0,1,42,1,841,2,rural
843,0,0,39,1,271,3,urban
844,1,1,35,4,1304,4,rural
845,0,1,39,2,63,5,rural
846,0,0,46,1,224,1,urban
847,1,1,33,5,1339,4,urban
848,0,1,39,1,70,6,urban
849,0,0,42,1,103,4,urban
850,0,0,43,2,83,1,urban
851,0,1,34,2,62,3,urban
852,0,1,39,2,539,2,urban
853,0,1,30,1,52,2,rural
854,0,1,38,2,78,4,urban
855,0,0,49,1,331,4,urban
856,0,0,33,1,98,4,rural
857,1,1,41,2,257,1,urban
858,0,1,36,2,52,6,urban
859,1,1,39,1,64,6,urban
860,0,0,38,2,201,5,urban
861,1,0,31,2,248,1,rural
862,1,0,37,1,86,5,urban
863,0,1,36,2,258,1,urban
864,0,1,35,8,4287,4,rural
865,0,1,33,2,128,2,rural
866,0,0,44,1,67,2,urban
867,0,1,37,6,2620,5,rural
868,1,1,35,1,165,4,urban
869,0,1,36,3,51,1,urban
870,0,1,38,1,55,1,urban
871,0,1,41,2,57,4,rural
872,0,1,24,1,56,6,rural
873,0,1,35,1,439,4,urban
874,0,1,42,3,558,4,rural
875,0,0,34,1,596,2,rural
876,0,0,22,1,58,5,urban
877,0,0,39,1,127,4,rural
878,1,1,37,1,117,1,rural
879,0,1,43,3,1589,6,urban
880,0,1,34,2,70,2,urban
881,0,1,37,2,112,4,rural
882,0,0,37,2,627,1,urban
883,0,1,31,1,54,4,rural
884,0,1,37,1,58,5,urban
885,0,0,35,1,56,1,urban
886,0,1,37,1,81,1,rural
887,0,0,41,1,54,4,urban
888,0,1,42,4,832,5,rural
889,1,1,36,2,62,6,rural
890,0,1,33,1,52,2,rural
891,0,1,38,1,53,4,urban
892,0,1,34,1,185,6,rural
893,1,0,40,2,1173,4,urban
894,0,0,40,1,71,4,rural
895,1,1,34,1,63,4,urban
896,0,1,40,2,288,6,urban
897,0,0,44,1,55,4,urban
898,0,1,45,1,62,6,rural
899,1,0,53,9,4063,1,urban
900,0,0,32,2,484,4,rural
901,0,0,31,2,437,1,rural
902,0,1,39,3,454,6,rural
903,0,0,38,1,73,4,urban
904,0,1,29,1,57,1,urban
905,0,0,37,3,907,5,rural
906,0,1,35,2,58,1,urban
907,0,0,28,2,78,1,urban
908,0,1,41,10,5330,1,urban
909,0,1,31,1,78,2,urban
910,0,1,32,1,68,4,urban
911,1,1,36,2,277,2,rural
912,0,1,41,1,59,4,urban
913,0,0,39,1,95,3,urban
914,0,0,38,1,52,2,urban
915,1,1,41,3,292,1,urban
916,0,1,37,1,61,1,rural
917,0,0,34,1,55,2,rural
918,0,0,31,1,59,4,urban
919,1,1,33,2,205,5,rural
920,1,1,42,2,234,1,urban
921,1,1,35,2,95,3,urban
922,0,0,36,1,64,4,urban
923,1,1,32,2,58,2,urban
924,0,1,34,1,65,4,urban
925,0,0,37,2,129,5,urban
926,0,1,35,2,486,1,rural
927,1,1,47,12,8430,4,urban
928,0,0,40,2,308,3,rural
929,0,1,34,2,147,6,urban
930,0,1,38,2,66,1,rural
931,0,0,44,2,87,1,rural
932,0,0,40,1,80,4,urban
933,0,1,40,2,51,3,rural
934,0,0,33,1,63,3,rural
935,0,0,30,1,55,3,rural
936,0,1,42,1,73,4,rural
937,0,0,34,2,57,2,rural
938,0,1,38,1,187,4,urban
939,0,1,33,1,59,5,rural
940,0,1,39,1,52,3,urban
941,0,1,35,3,72,5,rural
942,0,1,37,1,65,1,urban
943,1,1,40,1,80,6,urban
944,0,1,36,2,158,1,urban
945,1,1,38,1,53,4,urban
946,0,1,42,2,64,6,rural
947,0,1,35,1,60,1,rural
948,0,0,40,1,56,2,rural
949,0,0,34,1,83,5,urban
950,0,0,35,1,57,6,urban
951,0,0,43,2,68,4,rural
952,0,1,39,2,52,1,urban
953,0,0,38,1,139,4,urban
954,0,1,29,1,149,6,urban
955,0,1,45,2,109,4,urban
956,0,1,43,1,51,6,urban
957,0,0,31,1,80,5,urban
958,0,1,43,4,1088,2,urban
959,1,0,31,2,54,1,urban
960,0,1,35,1,52,4,urban
961,0,1,36,3,234,4,urban
962,0,1,34,1,75,4,rural
963,0,1,41,2,51,2,rural
964,1,1,42,2,55,3,rural
965,1,1,40,1,56,4,rural
966,0,1,41,1,74,2,rural
967,0,1,41,2,78,4,urban
968,0,0,40,1,55,1,rural
969,0,1,43,2,305,5,urban
970,0,1,36,2,76,1,urban
971,0,1,38,2,408,2,urban
972,1,1,38,1,51,6,rural
973,1,1,43,2,166,3,urban
974,0,1,42,2,56,1,urban
975,0,1,35,1,68,2,urban
976,1,1,36,1,51,6,urban
977,0,1,35,2,488,5,urban
978,0,1,34,4,2060,1,urban
979,0,1,34,1,110,6,rural
980,0,0,37,1,81,1,rural
981,0,1,33,2,91,4,urban
982,0,0,30,5,2195,1,rural
983,0,0,32,1,350,1,urban
984,0,1,33,1,57,6,urban
985,0,0,42,1,112,5,urban
986,0,0,36,2,273,3,urban
987,0,0,43,1,104,2,rural
988,0,1,41,4,56,2,urban
989,0,1,41,2,69,6,urban
990,1,1,39,2,374,6,urban
991,0,1,39,2,55,4,urban
992,0,0,34,2,80,4,urban
993,0,1,33,1,51,3,urban
994,1,0,44,2,584,1,urban
995,0,1,38,3,328,2,rural
996,0,1,37,2,184,1,urban
997,0,1,44,1,62,2,rural
998,0,1,38,1,52,4,rural
999,1,0,40,2,87,3,rural
1000,1,0,42,2,708,5,rural
